#F f0_dabax.dat
#D Fri May  2 09:38:54 2008
#UT Parametrization of f0 (the non-dispersive part of the atomic scttering factor) vs sin(theta/lambda).
#UF0TYPE PARAMETRIZATION ; TABLE OR PARAMETRIZATION? 
#UIDL xf0
#C This file has been created using f0_xop.pro 
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://ftp.esrf.eu/pub/scisoft/DabaxFiles/
#UD Parametrization of f0 (the non-dispersive part of the atomic scttering factor) vs sin(theta/lambda).
#UD This file contains a Waasmaier&Kirfel-like parametrization 
#UD for the f0 data evaluated by Kissel using modified relativistic form
#UD factor [1]. For the fitting, model and the data error as in [2] are used.
#UD The parametrization was calculating by fitting the 
#UD original data in the RTAB database [1] (also in the DABAX file
#UD f0_mf_Kissel.dat) using the MPFIT IDL procedure of Markwardt
#UD (http://cow.physics.wisc.edu/~craigm/idl/idl.html) usind the 
#UD function [2]:
#UD    f0[k] = c + [SUM a_i*EXP(-b_i*(k^2)) ]
#UD                i=1,5
#UD
#UD  where k = sin(theta) / lambda and c, a_i and b_i
#UD  are the coefficients tabulated in this file (in columns:
#UD  a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UD 
#UD References
#UD [1] L. Kissel, Radiation physics and chemistry 59 (2000) 185-200
#UD     available at: 
#UD     http://www-phys.llnl.gov/Research/scattering/RTAB.html
#UD [2] D. Waasmaier & A. Kirfel (Acta Cryst. (1995). A51, 416-413)
#UD 
#UD 
#UD  Remarks:
#UD  1) This file contains data for only neutral atoms. For ionic states
#UD     other DABAX files (like f0_WaasKirf.dat) could be used. 
#UD  2) The coefficients in this file are prepared for xop2.1 and are
#UD     unpublished. Some fitting parameters can be found in the keywords
#UD     for each element. The IDL program used to create it is available
#UD     under request (contact srio@esrf.fr) 
#UD  3) We created this file for being used as a default for XOP2.1. The 
#UD     reasons were two:
#UD     i) It is more practical to use a parametrization rather than to use 
#UD        the direct fata in file f0_mf.dat because of spped and storage 
#UD        reasons. 
#UD     ii) The previous defaulty file for XOP 2.0 was f0_WaasKirf.dat, which
#UD        contained a published parametrization [2], but the original data 
#UD        is from the International Tables for X-ray Crystallography, vol C,
#UD        (1995) Edited by AJC Wilson, Kluwer Academic Press, table 6.1.1.3
#UD        which contains data from multiple origins (and references). We 
#UD        prefer to use evaluated data in the same conditions for all elements
#UD        to keep some consistency in their origin.
#UD        Additionally, Kissel data for f1f2 and CrossSec are also used in XOP.
#UD 
#UD Column description: a1  a2  a3  a4  a5  c  b1  b2  b3 b4  b5
#UD 
#UD 
#UD Modified 2005-05-02 srio@esrf.eu, fixed WaasKird data in guess keyword

#S  1  H 
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           41
#UO MPFIT Parameter error: [0.028242309,0.020248385,0.014038977,0.028629525,0.0023277653,6.4330346e-05,0.86729996,1.7325327,0.37672770,3.1751691,0.12257234]
#UO MPFIT Standard Dev:    1.1616029e-05
#UO MPFIT Max relative dev:        10.269206
#UO MPFIT Average relative dev:       0.68612216
#UP MPFIT guess (Waasmaier&Kirfel) data:      0.41304800     0.29495300     0.18749100     0.08070100     0.02373600     0.00004900    15.56994600    32.39846800     5.71140400    61.88987400     1.33411800
     0.30426303     0.45440815     0.07977026     0.15268426     0.00871624     0.00006937     9.61768510    23.52152246     3.33237545    53.49579285     0.80301704
#UP MPFIT guess (Waasmaier&Kirfel) data:     13.52186500     6.94728500     3.86602800     2.13590000     4.28473100    -2.76269700     4.07727700     0.28676300    14.62263400    71.96608000     0.00443700
    13.40782101     6.90042218     3.99539727     2.14745733   283.90205482  -282.43818444     3.82465894     0.28165040    13.17017325    62.81493664     0.00006082
#S  29  Cu
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          495
#UO MPFIT Parameter error: [0.0051159938,2442.9477,0.0041456821,0.0025242076,0.0017843400,2442.9498,0.00097302234,0.00046051259,0.012138756,0.090774644,0.00010523819]
#UO MPFIT Standard Dev:    0.00084564836
#UO MPFIT Max relative dev:     0.0093497533
#UO MPFIT Average relative dev:     0.0016694024
#UP MPFIT guess (Waasmaier&Kirfel) data:     14.01419200     4.78457700     5.05680600     1.45797100     6.93299600    -3.25447700     3.73828000     0.00374400    13.03498200    72.55479400     0.26566600
    13.75399998   297.69542224     5.21908965     1.58299921     6.87528047  -296.22007511     3.49108135     0.00005604    11.26181897    62.07734534     0.26153431
#S  30  Zn
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          293
#UO MPFIT Parameter error: [0.0050053279,0.0014995018,0.0038388348,0.0026666684,6247.8532,6247.8548,0.00080364306,8.2122287e-05,0.012155632,0.052182935,0.00035468443]
#UO MPFIT Standard Dev:    0.00081326353
#UO MPFIT Max relative dev:     0.0048810054
#UO MPFIT Average relative dev:     0.0016050980
#UP MPFIT guess (Waasmaier&Kirfel) data:     14.74100200     6.90774800     4.64233700     2.19176600    38.42404200   -36.91582900     3.38823200     0.24331500    11.90368900    63.31213000     0.00039700
    14.43242183     6.83363443     4.86041106     2.31023153   518.74776544  -517.28462315     3.16729215     0.24008925    10.34604629    53.61746648     0.00002943
#S  31  Ga
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        5
#UO MPFIT Iterations:          500
#UO MPFIT Parameter error: [0.0030393370,0.0025715728,0.0024184178,0.0022135857,2334.6695,2334.6725,0.00056699121,0.00011433362,0.011682932,0.051000774,0.00061144831]
#UO MPFIT Standard Dev:     0.0022360391
#UO MPFIT Max relative dev:     0.0040079137
#UO MPFIT Average relative dev:     0.0015943742
#UP MPFIT guess (Waasmaier&Kirfel) data:     15.75894600     6.84112300     4.12101600     2.71468100     2.39524600    -0.84739500     3.12175400     0.22605700    12.48219600    66.20362100     0.00723800
    15.57306569     6.80777698     4.48158313     2.55416620   237.18610925  -235.71998143     2.94104939     0.22275367    11.54501025    63.56972773     0.00006123
#S  32  Ge
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          490
#UO MPFIT Parameter error: [0.0022388078,3736.2026,0.0020669510,0.0027785068,0.0029039489,3736.2059,0.00043112879,0.00068075111,0.012697360,0.041582465,0.00011365456]
#UO MPFIT Standard Dev:     0.0023945997
#UO MPFIT Max relative dev:     0.0046066113
#UO MPFIT Average relative dev:     0.0015503110
#UP MPFIT guess (Waasmaier&Kirfel) data:     16.54061300     1.56790000     3.72782900     3.34509800     6.78507900     0.01872600     2.86661800     0.01219800    13.43216300    58.86604700     0.21097400
    16.29213242   271.89501093     4.17901049     3.17804713     6.76929988  -270.43761631     2.69207459     0.00004947    12.10034542    55.59088173     0.20581071
#S  33  As
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          472
#UO MPFIT Parameter error: [0.0017677948,5653.0469,0.0030284753,0.0041628152,0.0025683889,5653.0498,0.00033995824,0.00060315412,0.014885736,0.037128944,9.3253086e-05]
#UO MPFIT Standard Dev:     0.0019447007
#UO MPFIT Max relative dev:     0.0051505140
#UO MPFIT Average relative dev:     0.0016999594
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.02564200     4.50344100     3.71590400     3.93720000     6.79017500    -2.98411700     2.59773900     0.00301200    14.27211900    50.43799600     0.19301500
    16.79861850   336.43256975     4.18039017     3.72954296     6.72535523  -334.99650264     2.44950901     0.00003586    12.83743210    47.67503824     0.18952317
#S  34  Se
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          469
#UO MPFIT Parameter error: [0.0012678972,6871.5779,0.0054154410,0.0063887534,0.0026086276,6871.5807,0.00025132062,0.00062869458,0.015997291,0.041546208,8.5083105e-05]
#UO MPFIT Standard Dev:     0.0013618290
#UO MPFIT Max relative dev:     0.0077859231
#UO MPFIT Average relative dev:     0.0018514394
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.35407100     4.65324800     4.25948900     4.13645500     6.74916300    -3.16098200     2.34978700     0.00255000    15.57946000    45.18120200     0.17743200
    17.16712180   336.96736021     4.71747652     3.89487231     6.68380463  -335.56546318     2.22463287     0.00003080    14.03902313    42.86632703     0.17412989
#S  35  Br
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          433
#UO MPFIT Parameter error: [0.00099168047,0.0075365695,7476.9656,0.0083047888,0.0019466337,7476.9675,0.00019562137,0.014505731,0.00048598723,0.049071295,6.5792956e-05]
#UO MPFIT Standard Dev:    0.00084443321
#UO MPFIT Max relative dev:      0.013192921
#UO MPFIT Average relative dev:     0.0019809038
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.55057000     5.41188200     3.93718000     3.88064500     6.70779300    -2.49208800     2.11922600    16.55718400     0.00248100    42.16400900     0.16212100
    17.40231392     5.93891344   354.54400524     3.52445295     6.64817985  -353.19765239     2.01532010    15.16569556     0.00002303    40.69766838     0.15923958
#S  36  Kr
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          335
#UO MPFIT Parameter error: [0.00084160082,0.0085973445,8115.1434,0.0092602839,0.0019620132,8115.1451,0.00016417013,0.011948155,0.00061487308,0.058650212,6.2716364e-05]
#UO MPFIT Standard Dev:    0.00055444398
#UO MPFIT Max relative dev:      0.017985477
#UO MPFIT Average relative dev:     0.0021824773
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.65527900     6.84810500     4.17100400     3.44676000     6.68520000    -2.81059200     1.90823100    16.60623600     0.00159800    39.91747300     0.14689600
    17.53267157     7.44816522   267.89934293     2.98742575     6.61999042  -266.63403399     1.82191497    15.41761348     0.00002029    39.30642110     0.14476941
#S  37  Rb
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            6
#UO MPFIT Parameter error: [0.016817624,0.015083312,0.00034862884,0.0033087715,0.00088221131,0.00023430154,0.014009222,0.27669001,1.9869090e-05,0.54140215,0.00013233727]
#UO MPFIT Standard Dev:    0.00061411305
#UO MPFIT Max relative dev:      0.028868049
#UO MPFIT Average relative dev:     0.0026904575
#UP MPFIT guess (Waasmaier&Kirfel) data:      8.12313400     2.13804200     6.76170200     1.15605100    17.67954600     1.13954800    15.14238500    33.54266700     0.12937200   224.13250700     1.71336800
     8.87288109     1.56926290     6.66073618     1.08275119    17.57340057     1.08665457    14.34390518    35.97531308     0.12903646   209.51615220     1.64279492
#S  38  Sr
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           19
#UO MPFIT Parameter error: [0.00057473643,0.00082499005,412.70193,0.00094118462,412.70195,0.00025113555,9.8768298e-05,0.0022408503,8.0877900,0.067829786,89.747940]
#UO MPFIT Standard Dev:     0.0015225274
#UO MPFIT Max relative dev:      0.016351826
#UO MPFIT Average relative dev:     0.0028342215
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.73021900     9.79586700     6.09976300     2.62002500     0.60005300     1.14025100     1.56306000    14.31086800     0.12057400   135.77131700     0.12057400
    17.59670810     9.94862630     6.04462400     2.61652635     0.54472165     1.07329335     1.49577834    13.12002382     0.11972149   119.44032856     0.11972149
#S  39  Y 
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           23
#UO MPFIT Parameter error: [0.00059184510,0.00090078436,674.84942,0.0010335337,674.84928,0.00029768579,9.2747474e-05,0.0020376910,12.635218,0.047445862,82.944117]
#UO MPFIT Standard Dev:     0.0023140637
#UO MPFIT Max relative dev:     0.0099421414
#UO MPFIT Average relative dev:     0.0029324843
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.79204000    10.25325200     5.71494900     3.17051600     0.91825100     1.13178700     1.42969100    13.13281600     0.11217300   108.19702900     0.11217300
    17.65536751    10.43931521     5.65885161     3.13610892     0.86203672     1.06017183     1.36826402    12.12449612     0.11133571    95.69676914     0.11133576
#S  40  Zr
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           23
#UO MPFIT Parameter error: [0.00057976004,0.00096263414,347.16415,0.0011452004,347.16420,0.00032031995,8.6761757e-05,0.0018943733,8.4762241,0.036090419,70.820054]
#UO MPFIT Standard Dev:     0.0029908948
#UO MPFIT Max relative dev:      0.011260974
#UO MPFIT Average relative dev:     0.0032386141
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.85977200    10.91103800     5.82111500     3.51251300     0.74696500     1.12485900     1.31069200    12.31928500     0.10435300    91.77754200     0.10435300
    17.70896284    11.09168541     5.76424243     3.49865793     0.68990337     1.04561396     1.25477542    11.37544137     0.10372418    80.89514696     0.10372414
#S  41  Nb
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           20
#UO MPFIT Parameter error: [0.00055998409,0.0011028623,870.48103,0.0013552132,870.48099,0.00035776514,7.8498131e-05,0.0017959687,15.586354,0.034373431,52.704803]
#UO MPFIT Standard Dev:     0.0037651286
#UO MPFIT Max relative dev:      0.014967517
#UO MPFIT Average relative dev:     0.0037639126
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.95839900    12.06305400     5.00701500     3.28766700     1.53101900     1.12345200     1.21159000    12.24668700     0.09861500    75.01194800     0.09861500
    17.82410279    12.34652807     4.93750714     3.19055176     1.46016577     1.02630932     1.15717637    11.35742646     0.09662928    69.39554321     0.09662930
#S  42  Mo
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           43
#UO MPFIT Parameter error: [78.488665,0.00053707434,0.0011670095,0.0014005683,78.488722,0.00039959982,1.1061035,7.2664967e-05,0.0015760022,0.029058746,45.092165]
#UO MPFIT Standard Dev:     0.0044018388
#UO MPFIT Max relative dev:      0.021460993
#UO MPFIT Average relative dev:     0.0043012539
#UP MPFIT guess (Waasmaier&Kirfel) data:      6.23621800    17.98771100    12.97312700     3.45142600     0.21089900     1.10877000     0.09078000     1.10831000    11.46872000    66.68415100     0.09078000
     6.17787753    17.84044504    13.24473559     3.35857771     0.15154195     0.99960433     0.08963202     1.06333880    10.67451656    61.58100361     0.08963181
#S  43  Tc
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           19
#UO MPFIT Parameter error: [0.00063263590,0.0080735786,0.010507955,0.0033833658,0.00040197454,0.00045642657,7.7519785e-05,0.10672798,0.96801168,0.0023829314,2.1064281e-05]
#UO MPFIT Standard Dev:     0.0041105134
#UO MPFIT Max relative dev:      0.028798389
#UO MPFIT Average relative dev:     0.0050236757
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.84096300     3.42823600     1.37301200    12.94736400     6.33546900     1.07478400     1.00572900    41.90138200   119.32054100     9.78154200     0.08339100
    17.74278282     3.79497777     0.79808174    13.24774635     6.24221603     0.95794137     0.97113299    42.86390771   132.10191226     9.26979654     0.08236923
#S  44  Ru
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           15
#UO MPFIT Parameter error: [0.00041796409,0.00062190044,0.0042919247,0.0043193219,0.0062522681,0.00053370170,2.1909864e-05,7.2552764e-05,0.0023697906,0.079901417,0.82188263]
#UO MPFIT Standard Dev:     0.0047262659
#UO MPFIT Max relative dev:      0.032427096
#UO MPFIT Average relative dev:     0.0051584023
#UP MPFIT guess (Waasmaier&Kirfel) data:      6.27162400    17.90673800    14.12326900     3.74600800     0.90823500     1.04399200     0.07704000     0.92822200     9.55534500    35.86068000   123.55224600
     6.18155275    17.80169136    14.63083035     3.59439161     0.64428903     0.91877951     0.07624173     0.89717697     9.12737711    36.30062507   130.83719947
#S  45  Rh
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           16
#UO MPFIT Parameter error: [0.00045445034,0.00061973512,0.0038572516,0.0055637859,0.0042979471,0.00062891794,2.2781987e-05,7.0885944e-05,0.069337904,0.76244352,0.0020900921]
#UO MPFIT Standard Dev:     0.0053741077
#UO MPFIT Max relative dev:      0.036671822
#UO MPFIT Average relative dev:     0.0053762778
#UP MPFIT guess (Waasmaier&Kirfel) data:      6.21664800    17.91973900     3.85425200     0.84032600    15.17349800     0.99545200     0.07078900     0.85612100    33.88948400   121.68669100     9.02951700
     6.12780040    17.79870560     3.70551025     0.61262679    15.64710027     0.86745289     0.07028489     0.82885382    33.92215621   126.42588650     8.60698534
#S  46  Pd
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           22
#UO MPFIT Parameter error: [0.00048311070,1847.7157,0.0021578930,0.0024506343,1847.7157,0.00075782476,2.3980665e-05,313.07749,0.0012302162,0.018613968,111.61910]
#UO MPFIT Standard Dev:     0.0062906988
#UO MPFIT Max relative dev:      0.039695203
#UO MPFIT Average relative dev:     0.0055077747
#UP MPFIT guess (Waasmaier&Kirfel) data:      6.12151100     4.78406300    16.63168300     4.31825800    13.24677300     0.88309900     0.06254900     0.78403100     8.75139100    34.48998300     0.78403100
     6.09085570     4.68870690    17.15641530     3.84300712    13.15123080     0.80254284     0.06457257     0.76863619     8.38997512    34.11521928     0.76863617
#S  47  Ag
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           16
#UO MPFIT Parameter error: [0.00055710517,0.0041107235,0.0031948498,0.0045373083,0.00063924406,0.00094912458,2.5692864e-05,0.0015663355,0.054255449,0.69807510,6.3014160e-05]
#UO MPFIT Standard Dev:     0.0068075603
#UO MPFIT Max relative dev:      0.042853159
#UO MPFIT Average relative dev:     0.0057082993
#UP MPFIT guess (Waasmaier&Kirfel) data:      6.07387400    17.15543700     4.17334400     0.85223800    17.98868600     0.75660300     0.05533300     7.89651200    28.44373900   110.37610600     0.71680900
     6.05724103    17.76734177     3.85910747     0.54976811    17.79132902     0.70865971     0.05857511     7.66424959    30.20483695   121.19639558     0.70979037
#S  48  Cd
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           16
#UO MPFIT Parameter error: [0.00067778344,0.0032935079,0.0046286098,0.0064768404,0.00065563216,0.0011784761,2.7015692e-05,0.0012285515,0.053342718,0.58528945,5.8936788e-05]
#UO MPFIT Standard Dev:     0.0075993214
#UO MPFIT Max relative dev:      0.044059011
#UO MPFIT Average relative dev:     0.0058895012
#UP MPFIT guess (Waasmaier&Kirfel) data:      6.08098600    18.01946800     4.01819700     1.30351000    17.97466900     0.60350400     0.04899000     7.27364600    29.11928400    95.83120700     0.66123100
     6.04036427    18.38160827     4.20316493     0.75471621    17.74206099     0.59841397     0.05297111     7.01093020    30.72014689   106.80764634     0.65631719
#S  49  In
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            9
#UO MPFIT Parameter error: [0.00094087879,0.0023218448,0.0030322109,0.0041312441,0.00068018005,0.0015550363,2.9183951e-05,0.00091048006,0.037961567,0.39009116,5.6177352e-05]
#UO MPFIT Standard Dev:     0.0082114365
#UO MPFIT Max relative dev:      0.046298465
#UO MPFIT Average relative dev:     0.0059461895
#UP MPFIT guess (Waasmaier&Kirfel) data:      6.19647700    18.81618300     4.05047900     1.63892900    17.96291200     0.33309700     0.04207200     6.69566500    31.00979000   103.28434800     0.61071400
     6.06154651    19.00060821     4.45915941     1.04270193    17.69494384     0.44547768     0.04732772     6.43011640    31.38897338   129.84310238     0.60802939
#S  50  Sn
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           11
#UO MPFIT Parameter error: [0.0019157671,0.0013760102,0.0049411708,0.0062301236,0.00071511392,0.0021045453,0.00074262350,3.1539031e-05,0.039363960,0.39521473,5.4045026e-05]
#UO MPFIT Standard Dev:     0.0087164056
#UO MPFIT Max relative dev:      0.047426733
#UO MPFIT Average relative dev:     0.0060737132
#UP MPFIT guess (Waasmaier&Kirfel) data:     19.32517100     6.28157100     4.49886600     1.85693400    17.91731800     0.11902400     6.11810400     0.03691500    32.52904500    95.03718600     0.56565100
    19.44406366     6.14105459     5.04240100     1.19460095    17.63952092     0.22942056     5.87081521     0.04153040    32.37864163   114.94916342     0.56396218
#S  51  Sb
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           15
#UO MPFIT Parameter error: [0.0060823802,0.0020535991,0.0016665287,0.0073434347,0.00076644863,0.0028856472,0.034419910,3.4391450e-05,0.00062964427,0.38323676,5.2965420e-05]
#UO MPFIT Standard Dev:     0.0089623891
#UO MPFIT Max relative dev:      0.045746082
#UO MPFIT Average relative dev:     0.0061040175
#UP MPFIT guess (Waasmaier&Kirfel) data:      5.39495600     6.54957000    19.65068100     1.82782000    17.86783200    -0.29050600    33.32652300     0.03097400     5.56492900    87.13096600     0.52399200
     6.01179028     6.25268840    19.69743565     1.16859113    17.56401079    -0.01748380    32.17182048     0.03634623     5.33340196   103.27699871     0.52334570
#S  52  Te
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           15
#UO MPFIT Parameter error: [0.0060581026,0.0035700026,0.0014278557,0.0071555079,0.00081024973,0.0044893978,0.026118584,3.7585904e-05,0.00053813772,0.45473495,5.0600783e-05]
#UO MPFIT Standard Dev:     0.0099546593
#UO MPFIT Max relative dev:      0.046777697
#UO MPFIT Average relative dev:     0.0062764630
#UP MPFIT guess (Waasmaier&Kirfel) data:      6.66030200     6.94075600    19.84701500     1.55717500    17.80242700    -0.80666800    33.03165400     0.02575000     5.06554700    84.10161600     0.48766000
     7.27011998     6.55126218    19.86580814     0.95229359    17.52010619    -0.49670130    31.27680875     0.02990172     4.84670590   100.88905997     0.48406725
#S  53  I 
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           22
#UO MPFIT Parameter error: [0.0013050795,0.0066443931,0.0052161572,0.0062026875,0.00086589165,0.0076589593,0.00048123888,4.2038356e-05,0.018851050,0.45300465,4.9660244e-05]
#UO MPFIT Standard Dev:      0.010360130
#UO MPFIT Max relative dev:      0.045722042
#UO MPFIT Average relative dev:     0.0062705195
#UP MPFIT guess (Waasmaier&Kirfel) data:     19.88450200     6.73659300     8.11051600     1.17095300    17.54871600    -0.44881100     4.62859100     0.02775400    31.84909600    84.40638700     0.46355000
    19.93807829     7.09598483     8.55254548     0.81322939    17.46003963    -1.21189020     4.40199492     0.02378768    29.37558678    96.37033204     0.44869824
#S  54  Xe
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           28
#UO MPFIT Parameter error: [0.0011998274,0.014838170,0.0042957700,0.0051992627,0.00091001800,0.015934711,0.00042804131,4.6743247e-05,0.013598665,0.51062070,4.7597883e-05]
#UO MPFIT Standard Dev:      0.010643444
#UO MPFIT Max relative dev:      0.046243073
#UO MPFIT Average relative dev:     0.0064081527
#UP MPFIT guess (Waasmaier&Kirfel) data:     19.97892000    11.77494500     9.33218200     1.24474900    17.73750100    -6.06590200     4.14335600     0.01014200    28.79620000    75.28068500     0.41361600
    19.95850428     8.36420076     9.90402346     0.65245953    17.40931309    -2.65593783     4.00466253     0.01705338    27.35376466    96.62465241     0.41685323
#S  55  Cs
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           18
#UO MPFIT Parameter error: [0.00094370661,0.052856364,0.0011390597,0.0010073645,0.00099883620,0.054018142,4.5845579e-05,5.3123971e-05,0.0050613546,0.25866986,0.00036148222]
#UO MPFIT Standard Dev:      0.011157152
#UO MPFIT Max relative dev:      0.047645726
#UO MPFIT Average relative dev:     0.0064879328
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.41867400     8.31444400    10.32319300     1.38383400    19.87625100    -2.32280200     0.39982800     0.01687200    25.60582700   233.33967600     3.82691500
    17.37569453    12.13586009    10.55273124     1.29778936    19.87680486    -6.62800954     0.38664179     0.00966981    23.44864968   220.56960899     3.64363491
#S  56  Ba
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           88
#UO MPFIT Parameter error: [0.0012474689,0.00099152708,0.0016265854,0.0020734218,1.6529394,1.6541921,0.00038027321,4.5921231e-05,0.0061577112,0.15299820,6.1871487e-05]
#UO MPFIT Standard Dev:      0.011669230
#UO MPFIT Max relative dev:      0.047395815
#UO MPFIT Average relative dev:     0.0065989497
#UP MPFIT guess (Waasmaier&Kirfel) data:     19.74734300    17.36847700    10.46571800     2.59260200    11.00365300    -5.18349700     3.48182300     0.37122400    21.22664100   173.83427400     0.01071900
    19.82277247    17.37211521    10.64912854     2.42340529    51.54683902   -46.21974320     3.34809910     0.36080812    20.04789088   161.05858343     0.00185019
#S  57  La
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          498
#UO MPFIT Parameter error: [0.0011488830,4654.5327,0.0013046278,0.0015381899,0.00095346561,4654.5339,0.00034520933,5.9091212e-05,0.0048607502,0.074104950,4.3169346e-05]
#UO MPFIT Standard Dev:      0.011672266
#UO MPFIT Max relative dev:      0.037993257
#UO MPFIT Average relative dev:     0.0062712738
#UP MPFIT guess (Waasmaier&Kirfel) data:     19.96601900    27.32965500    11.01842500     3.08669600    17.33545500   -21.74548900     3.19740800     0.00344600    19.95549200   141.38197300     0.34181700
    19.96684466  2616.77020357    11.08605976     2.97061929    17.30250838 -2611.52103692     3.11105960     0.00003320    18.89301922   126.40106401     0.33961309
#S  58  Ce
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        5
#UO MPFIT Iterations:          500
#UO MPFIT Parameter error: [0.00069767544,6729.9927,0.0011959078,0.0017052663,0.0015087740,6729.9932,3.0024820e-05,2.9871378e-05,0.00030142831,0.12478975,0.0043583242]
#UO MPFIT Standard Dev:      0.010214626
#UO MPFIT Max relative dev:      0.024078095
#UO MPFIT Average relative dev:     0.0056606124
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.35512200    43.98849900    20.54665000     3.13067000    11.35366500   -38.38601700     0.32836900     0.00204700     3.08819600   134.90765400    18.83296000
    17.29595781  4345.36340933    20.94755728     2.49690482    11.57180940 -4340.11668462     0.32551631     0.00001928     3.04729063   146.75357391    17.76655273
#S  59  Pr
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          494
